areaCode,areaName,areaType,date,cumCasesByPublishDate
K02000001,United Kingdom,overview,31/01/2020,2
K02000001,United Kingdom,overview,01/02/2020,2
K02000001,United Kingdom,overview,02/02/2020,2
K02000001,United Kingdom,overview,03/02/2020,2
K02000001,United Kingdom,overview,04/02/2020,2
K02000001,United Kingdom,overview,05/02/2020,2
K02000001,United Kingdom,overview,06/02/2020,3
K02000001,United Kingdom,overview,07/02/2020,3
K02000001,United Kingdom,overview,08/02/2020,3
K02000001,United Kingdom,overview,09/02/2020,4
K02000001,United Kingdom,overview,10/02/2020,8
K02000001,United Kingdom,overview,11/02/2020,8
K02000001,United Kingdom,overview,12/02/2020,8
K02000001,United Kingdom,overview,13/02/2020,9
K02000001,United Kingdom,overview,14/02/2020,9
K02000001,United Kingdom,overview,15/02/2020,9
K02000001,United Kingdom,overview,16/02/2020,9
K02000001,United Kingdom,overview,17/02/2020,9
K02000001,United Kingdom,overview,18/02/2020,9
K02000001,United Kingdom,overview,19/02/2020,9
K02000001,United Kingdom,overview,20/02/2020,9
K02000001,United Kingdom,overview,21/02/2020,9
K02000001,United Kingdom,overview,22/02/2020,9
K02000001,United Kingdom,overview,23/02/2020,9
K02000001,United Kingdom,overview,24/02/2020,13
K02000001,United Kingdom,overview,25/02/2020,13
K02000001,United Kingdom,overview,26/02/2020,13
K02000001,United Kingdom,overview,27/02/2020,13
K02000001,United Kingdom,overview,28/02/2020,19
K02000001,United Kingdom,overview,29/02/2020,23
K02000001,United Kingdom,overview,01/03/2020,35
K02000001,United Kingdom,overview,02/03/2020,40
K02000001,United Kingdom,overview,03/03/2020,51
K02000001,United Kingdom,overview,04/03/2020,85
K02000001,United Kingdom,overview,05/03/2020,114
K02000001,United Kingdom,overview,06/03/2020,160
K02000001,United Kingdom,overview,07/03/2020,206
K02000001,United Kingdom,overview,08/03/2020,271
K02000001,United Kingdom,overview,09/03/2020,321
K02000001,United Kingdom,overview,10/03/2020,373
K02000001,United Kingdom,overview,11/03/2020,456
K02000001,United Kingdom,overview,12/03/2020,590
K02000001,United Kingdom,overview,13/03/2020,797
K02000001,United Kingdom,overview,14/03/2020,1061
K02000001,United Kingdom,overview,15/03/2020,1391
K02000001,United Kingdom,overview,16/03/2020,1543
K02000001,United Kingdom,overview,17/03/2020,1950
K02000001,United Kingdom,overview,18/03/2020,2626
K02000001,United Kingdom,overview,19/03/2020,3269
K02000001,United Kingdom,overview,20/03/2020,3983
K02000001,United Kingdom,overview,21/03/2020,5018
K02000001,United Kingdom,overview,22/03/2020,5683
K02000001,United Kingdom,overview,23/03/2020,6650
K02000001,United Kingdom,overview,24/03/2020,8077
K02000001,United Kingdom,overview,25/03/2020,9529
K02000001,United Kingdom,overview,26/03/2020,11658
K02000001,United Kingdom,overview,27/03/2020,14548
K02000001,United Kingdom,overview,28/03/2020,17104
K02000001,United Kingdom,overview,29/03/2020,19606
K02000001,United Kingdom,overview,30/03/2020,22271
K02000001,United Kingdom,overview,31/03/2020,25521
K02000001,United Kingdom,overview,01/04/2020,30088
K02000001,United Kingdom,overview,02/04/2020,34610
K02000001,United Kingdom,overview,03/04/2020,39282
K02000001,United Kingdom,overview,04/04/2020,43282
K02000001,United Kingdom,overview,05/04/2020,49481
K02000001,United Kingdom,overview,06/04/2020,53624
K02000001,United Kingdom,overview,07/04/2020,57512
K02000001,United Kingdom,overview,08/04/2020,63377
K02000001,United Kingdom,overview,09/04/2020,68052
K02000001,United Kingdom,overview,10/04/2020,73758
K02000001,United Kingdom,overview,11/04/2020,78991
K02000001,United Kingdom,overview,12/04/2020,84279
K02000001,United Kingdom,overview,13/04/2020,88621
K02000001,United Kingdom,overview,14/04/2020,93873
K02000001,United Kingdom,overview,15/04/2020,98476
K02000001,United Kingdom,overview,16/04/2020,103093
K02000001,United Kingdom,overview,17/04/2020,108692
K02000001,United Kingdom,overview,18/04/2020,114217
K02000001,United Kingdom,overview,19/04/2020,120067
K02000001,United Kingdom,overview,20/04/2020,124743
K02000001,United Kingdom,overview,21/04/2020,129044
K02000001,United Kingdom,overview,22/04/2020,133495
K02000001,United Kingdom,overview,23/04/2020,138078
K02000001,United Kingdom,overview,24/04/2020,143464
K02000001,United Kingdom,overview,25/04/2020,148377
K02000001,United Kingdom,overview,26/04/2020,152840
K02000001,United Kingdom,overview,27/04/2020,157149
K02000001,United Kingdom,overview,28/04/2020,161145
K02000001,United Kingdom,overview,29/04/2020,165221
K02000001,United Kingdom,overview,30/04/2020,171253
K02000001,United Kingdom,overview,01/05/2020,177454
K02000001,United Kingdom,overview,02/05/2020,182260
K02000001,United Kingdom,overview,03/05/2020,186599
K02000001,United Kingdom,overview,04/05/2020,190584
K02000001,United Kingdom,overview,05/05/2020,194990
