areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate
S92000003,Scotland,nation,2021-07-20,7901,3992826,3021658
S92000003,Scotland,nation,2021-07-19,7895,3990289,3005912
S92000003,Scotland,nation,2021-07-18,7886,3987763,2989104
S92000003,Scotland,nation,2021-07-17,7878,3981918,2976785
S92000003,Scotland,nation,2021-07-16,7871,3975927,2965127
S92000003,Scotland,nation,2021-07-15,7866,3969714,2951152
S92000003,Scotland,nation,2021-07-14,7859,3962858,2938520
S92000003,Scotland,nation,2021-07-13,7851,3955048,2925299
S92000003,Scotland,nation,2021-07-12,7842,3948498,2913717
S92000003,Scotland,nation,2021-07-11,7835,3941926,2903504
S92000003,Scotland,nation,2021-07-10,7829,3935931,2887528
S92000003,Scotland,nation,2021-07-09,7821,3927078,2871632
S92000003,Scotland,nation,2021-07-08,7814,3918059,2854381
S92000003,Scotland,nation,2021-07-07,7802,3907821,2836470
S92000003,Scotland,nation,2021-07-06,7797,3896749,2819028
S92000003,Scotland,nation,2021-07-05,7784,3886285,2801074
S92000003,Scotland,nation,2021-07-04,7779,3875878,2784054
S92000003,Scotland,nation,2021-07-03,7773,3864623,2772208
S92000003,Scotland,nation,2021-07-02,7769,3852759,2760672
S92000003,Scotland,nation,2021-07-01,7767,3839906,2747961
S92000003,Scotland,nation,2021-06-30,7765,3825376,2734547
S92000003,Scotland,nation,2021-06-29,7764,3808963,2723556
S92000003,Scotland,nation,2021-06-28,7761,3790523,2712928
S92000003,Scotland,nation,2021-06-27,7758,3773901,2703349
S92000003,Scotland,nation,2021-06-26,7755,3757999,2692172
S92000003,Scotland,nation,2021-06-25,7747,3739241,2679234
S92000003,Scotland,nation,2021-06-24,7746,3720794,2663558
S92000003,Scotland,nation,2021-06-23,7744,3705392,2647914
S92000003,Scotland,nation,2021-06-22,7743,3691334,2633362
S92000003,Scotland,nation,2021-06-21,7739,3674009,2618684
S92000003,Scotland,nation,2021-06-20,7737,3656575,2602939
S92000003,Scotland,nation,2021-06-19,7734,3639855,2588499
S92000003,Scotland,nation,2021-06-18,7732,3620915,2571317
S92000003,Scotland,nation,2021-06-17,7729,3601795,2552100
S92000003,Scotland,nation,2021-06-16,7728,3581314,2532239
S92000003,Scotland,nation,2021-06-15,7727,3561543,2509529
S92000003,Scotland,nation,2021-06-14,7721,3542026,2486442
S92000003,Scotland,nation,2021-06-13,7720,3527274,2461839
S92000003,Scotland,nation,2021-06-12,7717,3508489,2442105
S92000003,Scotland,nation,2021-06-11,7717,3487452,2418535
S92000003,Scotland,nation,2021-06-10,7717,3469482,2391399
S92000003,Scotland,nation,2021-06-09,7715,3451640,2362613
S92000003,Scotland,nation,2021-06-08,7713,3432286,2331414
S92000003,Scotland,nation,2021-06-07,7713,3414003,2299337
S92000003,Scotland,nation,2021-06-06,7712,3396332,2267841
S92000003,Scotland,nation,2021-06-05,7711,3376583,2246581
S92000003,Scotland,nation,2021-06-04,7711,3355759,2218944
S92000003,Scotland,nation,2021-06-03,7710,3335714,2187095
S92000003,Scotland,nation,2021-06-02,7708,3315876,2155152
S92000003,Scotland,nation,2021-06-01,7707,3296095,2123232
S92000003,Scotland,nation,2021-05-31,7707,3276951,2091109
S92000003,Scotland,nation,2021-05-30,7707,3260840,2059990
S92000003,Scotland,nation,2021-05-29,7706,3244179,2040593
S92000003,Scotland,nation,2021-05-28,7704,3226618,2016576
S92000003,Scotland,nation,2021-05-27,7703,3206761,1989468
S92000003,Scotland,nation,2021-05-26,7702,3185531,1961463
S92000003,Scotland,nation,2021-05-25,7701,3166245,1932427
S92000003,Scotland,nation,2021-05-24,7701,3149055,1899487
S92000003,Scotland,nation,2021-05-23,7701,3132648,1871248
S92000003,Scotland,nation,2021-05-22,7700,3120689,1849841
S92000003,Scotland,nation,2021-05-21,7699,3107188,1820672
S92000003,Scotland,nation,2021-05-20,7699,3093466,1789431
S92000003,Scotland,nation,2021-05-19,7699,3079812,1759397
S92000003,Scotland,nation,2021-05-18,7699,3067974,1725748
S92000003,Scotland,nation,2021-05-17,7699,3056217,1691080
S92000003,Scotland,nation,2021-05-16,7698,3046818,1659061
S92000003,Scotland,nation,2021-05-15,7698,3032511,1642221
S92000003,Scotland,nation,2021-05-14,7698,3015188,1621679
S92000003,Scotland,nation,2021-05-13,7698,2997381,1598589
S92000003,Scotland,nation,2021-05-12,7698,2979924,1575024
S92000003,Scotland,nation,2021-05-11,7696,2960259,1551023
S92000003,Scotland,nation,2021-05-10,7696,2940203,1527967
S92000003,Scotland,nation,2021-05-09,7696,2921259,1508734
S92000003,Scotland,nation,2021-05-08,7696,2911244,1494240
S92000003,Scotland,nation,2021-05-07,7696,2895427,1473787
S92000003,Scotland,nation,2021-05-06,7696,2882062,1455103
S92000003,Scotland,nation,2021-05-05,7696,2866421,1431228
S92000003,Scotland,nation,2021-05-04,7696,2852145,1403521
S92000003,Scotland,nation,2021-05-03,7696,2839390,1376183
S92000003,Scotland,nation,2021-05-02,7696,2830276,1354446
S92000003,Scotland,nation,2021-05-01,7695,2823886,1328793
S92000003,Scotland,nation,2021-04-30,7695,2817570,1298543
S92000003,Scotland,nation,2021-04-29,7695,2808019,1260453
S92000003,Scotland,nation,2021-04-28,7695,2800460,1219027
S92000003,Scotland,nation,2021-04-27,7694,2793814,1176581
S92000003,Scotland,nation,2021-04-26,7693,2786159,1135892
S92000003,Scotland,nation,2021-04-25,7691,2778784,1098995
S92000003,Scotland,nation,2021-04-24,7689,2776194,1071468
S92000003,Scotland,nation,2021-04-23,7689,2772458,1022599
S92000003,Scotland,nation,2021-04-22,7687,2766901,983231
S92000003,Scotland,nation,2021-04-21,7687,2763947,934802
S92000003,Scotland,nation,2021-04-20,7684,2761611,882798
S92000003,Scotland,nation,2021-04-19,7683,2759542,830868
S92000003,Scotland,nation,2021-04-18,7682,2757275,785724
S92000003,Scotland,nation,2021-04-17,7682,2754306,774419
S92000003,Scotland,nation,2021-04-16,7681,2743528,745007
S92000003,Scotland,nation,2021-04-15,7680,2732834,720615
S92000003,Scotland,nation,2021-04-14,7678,2720716,694666
S92000003,Scotland,nation,2021-04-13,7675,2706396,663282
S92000003,Scotland,nation,2021-04-12,7675,2693833,636418
S92000003,Scotland,nation,2021-04-11,7675,2679702,614671
S92000003,Scotland,nation,2021-04-10,7673,2669882,605479
S92000003,Scotland,nation,2021-04-09,7670,2655020,573166
S92000003,Scotland,nation,2021-04-08,7668,2635944,551487
S92000003,Scotland,nation,2021-04-07,7666,2619980,525190
S92000003,Scotland,nation,2021-04-06,7664,2604989,499348
S92000003,Scotland,nation,2021-04-05,7662,2588990,480155
S92000003,Scotland,nation,2021-04-04,7658,2575769,472125
S92000003,Scotland,nation,2021-04-03,7657,2564523,468215
S92000003,Scotland,nation,2021-04-02,7655,2548928,455591
S92000003,Scotland,nation,2021-04-01,7653,2529812,439328
S92000003,Scotland,nation,2021-03-31,7652,2505955,416029
S92000003,Scotland,nation,2021-03-30,7651,2477931,386612
S92000003,Scotland,nation,2021-03-29,7649,2450177,361947
S92000003,Scotland,nation,2021-03-28,7644,2423077,344498
S92000003,Scotland,nation,2021-03-27,7639,2401174,337738
S92000003,Scotland,nation,2021-03-26,7634,2372586,308988
S92000003,Scotland,nation,2021-03-25,7629,2338930,293674
S92000003,Scotland,nation,2021-03-24,7622,2303045,276884
S92000003,Scotland,nation,2021-03-23,7618,2266454,261776
S92000003,Scotland,nation,2021-03-22,7615,2231248,245864
S92000003,Scotland,nation,2021-03-21,7612,2197859,235167
S92000003,Scotland,nation,2021-03-20,7608,2167254,232492
S92000003,Scotland,nation,2021-03-19,7603,2125249,219070
S92000003,Scotland,nation,2021-03-18,7597,2082961,210794
S92000003,Scotland,nation,2021-03-17,7594,2040304,200342
S92000003,Scotland,nation,2021-03-16,7586,1997492,189399
S92000003,Scotland,nation,2021-03-15,7575,1959790,177419
S92000003,Scotland,nation,2021-03-14,7574,1927169,169544
S92000003,Scotland,nation,2021-03-13,7567,1906759,167594
S92000003,Scotland,nation,2021-03-12,7563,1882285,162474
S92000003,Scotland,nation,2021-03-11,7557,1860326,155405
S92000003,Scotland,nation,2021-03-10,7549,1840980,147473
S92000003,Scotland,nation,2021-03-09,7544,1824354,138354
S92000003,Scotland,nation,2021-03-08,7534,1805430,128593
S92000003,Scotland,nation,2021-03-07,7519,1790188,123674
S92000003,Scotland,nation,2021-03-06,7509,1778930,122029
S92000003,Scotland,nation,2021-03-05,7499,1761000,118831
S92000003,Scotland,nation,2021-03-04,7491,1734109,113080
S92000003,Scotland,nation,2021-03-03,7477,1706914,105505
S92000003,Scotland,nation,2021-03-02,7466,1680107,96771
S92000003,Scotland,nation,2021-03-01,7454,1652015,88273
S92000003,Scotland,nation,2021-02-28,7434,1628475,82496
S92000003,Scotland,nation,2021-02-27,7425,1610244,80060
S92000003,Scotland,nation,2021-02-26,7406,1587514,75665
S92000003,Scotland,nation,2021-02-25,7390,1561809,68613
S92000003,Scotland,nation,2021-02-24,7370,1534302,61944
S92000003,Scotland,nation,2021-02-23,7352,1506216,55008
S92000003,Scotland,nation,2021-02-22,7336,1483132,47768
S92000003,Scotland,nation,2021-02-21,7314,1464086,41612
S92000003,Scotland,nation,2021-02-20,7294,1450575,39718
S92000003,Scotland,nation,2021-02-19,7267,1430978,37644
S92000003,Scotland,nation,2021-02-18,7223,1404841,32937
S92000003,Scotland,nation,2021-02-17,7188,1374817,27940
S92000003,Scotland,nation,2021-02-16,7160,1341272,23953
S92000003,Scotland,nation,2021-02-15,7134,1309592,20352
S92000003,Scotland,nation,2021-02-14,7100,1280177,17454
S92000003,Scotland,nation,2021-02-13,7068,1250581,17192
S92000003,Scotland,nation,2021-02-12,7036,1195894,16774
S92000003,Scotland,nation,2021-02-11,6995,1136562,16139
S92000003,Scotland,nation,2021-02-10,6960,1073678,15614
S92000003,Scotland,nation,2021-02-09,6923,1009433,15137
S92000003,Scotland,nation,2021-02-08,6874,951281,14346
S92000003,Scotland,nation,2021-02-07,6834,894743,12762
S92000003,Scotland,nation,2021-02-06,6792,868925,12631
S92000003,Scotland,nation,2021-02-05,6741,815042,12331
S92000003,Scotland,nation,2021-02-04,6697,765412,11385
S92000003,Scotland,nation,2021-02-03,6665,715487,10671
S92000003,Scotland,nation,2021-02-02,6617,671308,10309
S92000003,Scotland,nation,2021-02-01,6573,633254,9823
S92000003,Scotland,nation,2021-01-31,6530,601231,9177
S92000003,Scotland,nation,2021-01-30,6482,594136,9125
S92000003,Scotland,nation,2021-01-29,6438,566426,8907
S92000003,Scotland,nation,2021-01-28,6379,538685,8295
S92000003,Scotland,nation,2021-01-27,6333,510435,7986
S92000003,Scotland,nation,2021-01-26,6272,480270,7733
S92000003,Scotland,nation,2021-01-25,6222,454641,7069
S92000003,Scotland,nation,2021-01-24,6170,432251,6476
S92000003,Scotland,nation,2021-01-23,6100,423728,6293
S92000003,Scotland,nation,2021-01-22,6047,396480,6059
S92000003,Scotland,nation,2021-01-21,5979,372480,5493
S92000003,Scotland,nation,2021-01-20,5922,348157,5212
S92000003,Scotland,nation,2021-01-19,5856,321596,4824
S92000003,Scotland,nation,2021-01-18,5786,295518,4508
S92000003,Scotland,nation,2021-01-17,5723,276818,4221
S92000003,Scotland,nation,2021-01-16,5680,272113,4139
S92000003,Scotland,nation,2021-01-15,5604,250792,4002
S92000003,Scotland,nation,2021-01-14,5546,233629,3789
S92000003,Scotland,nation,2021-01-13,5488,215921,3588
S92000003,Scotland,nation,2021-01-12,5437,198518,3328
S92000003,Scotland,nation,2021-01-11,5386,182039,3146
S92000003,Scotland,nation,2021-01-10,5338,169992,2999
S92000003,Scotland,nation,2021-01-09,5279,167148,2990
S92000003,Scotland,nation,2021-01-08,5241,160565,2757
S92000003,Scotland,nation,2021-01-07,5199,149016,2359
S92000003,Scotland,nation,2021-01-06,5155,138052,2027
S92000003,Scotland,nation,2021-01-05,5107,128086,995
S92000003,Scotland,nation,2021-01-04,5067,119436,63
S92000003,Scotland,nation,2021-01-03,5030,117816,54
S92000003,Scotland,nation,2021-01-02,4988,117465,53
S92000003,Scotland,nation,2021-01-01,4946,117452,43
S92000003,Scotland,nation,2020-12-31,4911,117408,43
S92000003,Scotland,nation,2020-12-30,4867,113180,32
S92000003,Scotland,nation,2020-12-29,4835,105456,8
S92000003,Scotland,nation,2020-12-28,4809,97822,1
S92000003,Scotland,nation,2020-12-27,4778,96078,
S92000003,Scotland,nation,2020-12-26,4744,95603,
S92000003,Scotland,nation,2020-12-25,4710,95599,
S92000003,Scotland,nation,2020-12-24,4675,95583,
S92000003,Scotland,nation,2020-12-23,4639,92754,
S92000003,Scotland,nation,2020-12-22,4604,82593,
S92000003,Scotland,nation,2020-12-21,4576,70779,
S92000003,Scotland,nation,2020-12-20,4551,61184,
S92000003,Scotland,nation,2020-12-19,4522,58641,
S92000003,Scotland,nation,2020-12-18,4495,55274,
S92000003,Scotland,nation,2020-12-17,4472,46776,
S92000003,Scotland,nation,2020-12-16,4436,39623,
S92000003,Scotland,nation,2020-12-15,4405,32427,
S92000003,Scotland,nation,2020-12-14,4373,25020,
S92000003,Scotland,nation,2020-12-13,4342,19309,
S92000003,Scotland,nation,2020-12-12,4316,18193,
S92000003,Scotland,nation,2020-12-11,4293,16054,
S92000003,Scotland,nation,2020-12-10,4273,10765,
S92000003,Scotland,nation,2020-12-09,4250,5803,
S92000003,Scotland,nation,2020-12-08,4227,1935,
S92000003,Scotland,nation,2020-12-07,4199,,
S92000003,Scotland,nation,2020-12-06,4170,,
S92000003,Scotland,nation,2020-12-05,4141,,
S92000003,Scotland,nation,2020-12-04,4122,,
S92000003,Scotland,nation,2020-12-03,4093,,
S92000003,Scotland,nation,2020-12-02,4057,,
S92000003,Scotland,nation,2020-12-01,4038,,
S92000003,Scotland,nation,2020-11-30,4011,,
S92000003,Scotland,nation,2020-11-29,3979,,
S92000003,Scotland,nation,2020-11-28,3951,,
S92000003,Scotland,nation,2020-11-27,3910,,
S92000003,Scotland,nation,2020-11-26,3886,,
S92000003,Scotland,nation,2020-11-25,3863,,
S92000003,Scotland,nation,2020-11-24,3831,,
S92000003,Scotland,nation,2020-11-23,3801,,
S92000003,Scotland,nation,2020-11-22,3770,,
S92000003,Scotland,nation,2020-11-21,3734,,
S92000003,Scotland,nation,2020-11-20,3701,,
S92000003,Scotland,nation,2020-11-19,3672,,
S92000003,Scotland,nation,2020-11-18,3647,,
S92000003,Scotland,nation,2020-11-17,3623,,
S92000003,Scotland,nation,2020-11-16,3587,,
S92000003,Scotland,nation,2020-11-15,3554,,
S92000003,Scotland,nation,2020-11-14,3520,,
S92000003,Scotland,nation,2020-11-13,3479,,
S92000003,Scotland,nation,2020-11-12,3441,,
S92000003,Scotland,nation,2020-11-11,3409,,
S92000003,Scotland,nation,2020-11-10,3372,,
S92000003,Scotland,nation,2020-11-09,3336,,
S92000003,Scotland,nation,2020-11-08,3294,,
S92000003,Scotland,nation,2020-11-07,3258,,
S92000003,Scotland,nation,2020-11-06,3221,,
S92000003,Scotland,nation,2020-11-05,3194,,
S92000003,Scotland,nation,2020-11-04,3153,,
S92000003,Scotland,nation,2020-11-03,3134,,
S92000003,Scotland,nation,2020-11-02,3099,,
S92000003,Scotland,nation,2020-11-01,3070,,
S92000003,Scotland,nation,2020-10-31,3035,,
S92000003,Scotland,nation,2020-10-30,3011,,
S92000003,Scotland,nation,2020-10-29,2976,,
S92000003,Scotland,nation,2020-10-28,2947,,
S92000003,Scotland,nation,2020-10-27,2918,,
S92000003,Scotland,nation,2020-10-26,2902,,
S92000003,Scotland,nation,2020-10-25,2871,,
S92000003,Scotland,nation,2020-10-24,2848,,
S92000003,Scotland,nation,2020-10-23,2828,,
S92000003,Scotland,nation,2020-10-22,2810,,
S92000003,Scotland,nation,2020-10-21,2793,,
S92000003,Scotland,nation,2020-10-20,2782,,
S92000003,Scotland,nation,2020-10-19,2763,,
S92000003,Scotland,nation,2020-10-18,2747,,
S92000003,Scotland,nation,2020-10-17,2725,,
S92000003,Scotland,nation,2020-10-16,2715,,
S92000003,Scotland,nation,2020-10-15,2695,,
S92000003,Scotland,nation,2020-10-14,2679,,
S92000003,Scotland,nation,2020-10-13,2673,,
S92000003,Scotland,nation,2020-10-12,2661,,
S92000003,Scotland,nation,2020-10-11,2653,,
S92000003,Scotland,nation,2020-10-10,2642,,
S92000003,Scotland,nation,2020-10-09,2631,,
S92000003,Scotland,nation,2020-10-08,2625,,
S92000003,Scotland,nation,2020-10-07,2614,,
S92000003,Scotland,nation,2020-10-06,2605,,
S92000003,Scotland,nation,2020-10-05,2601,,
S92000003,Scotland,nation,2020-10-04,2599,,
S92000003,Scotland,nation,2020-10-03,2596,,
S92000003,Scotland,nation,2020-10-02,2593,,
S92000003,Scotland,nation,2020-10-01,2592,,
S92000003,Scotland,nation,2020-09-30,2587,,
S92000003,Scotland,nation,2020-09-29,2583,,
S92000003,Scotland,nation,2020-09-28,2582,,
S92000003,Scotland,nation,2020-09-27,2579,,
S92000003,Scotland,nation,2020-09-26,2577,,
S92000003,Scotland,nation,2020-09-25,2575,,
S92000003,Scotland,nation,2020-09-24,2574,,
S92000003,Scotland,nation,2020-09-23,2572,,
S92000003,Scotland,nation,2020-09-22,2570,,
S92000003,Scotland,nation,2020-09-21,2568,,
S92000003,Scotland,nation,2020-09-20,2566,,
S92000003,Scotland,nation,2020-09-19,2563,,
S92000003,Scotland,nation,2020-09-18,2563,,
S92000003,Scotland,nation,2020-09-17,2561,,
S92000003,Scotland,nation,2020-09-16,2560,,
S92000003,Scotland,nation,2020-09-15,2560,,
S92000003,Scotland,nation,2020-09-14,2560,,
S92000003,Scotland,nation,2020-09-13,2557,,
S92000003,Scotland,nation,2020-09-12,2556,,
S92000003,Scotland,nation,2020-09-11,2556,,
S92000003,Scotland,nation,2020-09-10,2556,,
S92000003,Scotland,nation,2020-09-09,2556,,
S92000003,Scotland,nation,2020-09-08,2556,,
S92000003,Scotland,nation,2020-09-07,2556,,
S92000003,Scotland,nation,2020-09-06,2556,,
S92000003,Scotland,nation,2020-09-05,2556,,
S92000003,Scotland,nation,2020-09-04,2556,,
S92000003,Scotland,nation,2020-09-03,2555,,
S92000003,Scotland,nation,2020-09-02,2554,,
S92000003,Scotland,nation,2020-09-01,2553,,
S92000003,Scotland,nation,2020-08-31,2553,,
S92000003,Scotland,nation,2020-08-30,2553,,
S92000003,Scotland,nation,2020-08-29,2553,,
S92000003,Scotland,nation,2020-08-28,2553,,
S92000003,Scotland,nation,2020-08-27,2552,,
S92000003,Scotland,nation,2020-08-26,2552,,
S92000003,Scotland,nation,2020-08-25,2552,,
S92000003,Scotland,nation,2020-08-24,2552,,
S92000003,Scotland,nation,2020-08-23,2552,,
S92000003,Scotland,nation,2020-08-22,2551,,
S92000003,Scotland,nation,2020-08-21,2550,,
S92000003,Scotland,nation,2020-08-20,2550,,
S92000003,Scotland,nation,2020-08-19,2550,,
S92000003,Scotland,nation,2020-08-18,2549,,
S92000003,Scotland,nation,2020-08-17,2549,,
S92000003,Scotland,nation,2020-08-16,2549,,
S92000003,Scotland,nation,2020-08-15,2549,,
S92000003,Scotland,nation,2020-08-14,2549,,
S92000003,Scotland,nation,2020-08-13,2549,,
S92000003,Scotland,nation,2020-08-12,2549,,
S92000003,Scotland,nation,2020-08-11,2549,,
S92000003,Scotland,nation,2020-08-10,2549,,
S92000003,Scotland,nation,2020-08-09,2549,,
S92000003,Scotland,nation,2020-08-08,2549,,
S92000003,Scotland,nation,2020-08-07,2549,,
S92000003,Scotland,nation,2020-08-06,2549,,
S92000003,Scotland,nation,2020-08-05,2549,,
S92000003,Scotland,nation,2020-08-04,2549,,
S92000003,Scotland,nation,2020-08-03,2549,,
S92000003,Scotland,nation,2020-08-02,2549,,
S92000003,Scotland,nation,2020-08-01,2549,,
S92000003,Scotland,nation,2020-07-31,2549,,
S92000003,Scotland,nation,2020-07-30,2549,,
S92000003,Scotland,nation,2020-07-29,2549,,
S92000003,Scotland,nation,2020-07-28,2549,,
S92000003,Scotland,nation,2020-07-27,2549,,
S92000003,Scotland,nation,2020-07-26,2549,,
S92000003,Scotland,nation,2020-07-25,2549,,
S92000003,Scotland,nation,2020-07-24,2548,,
S92000003,Scotland,nation,2020-07-23,2548,,
S92000003,Scotland,nation,2020-07-22,2548,,
S92000003,Scotland,nation,2020-07-21,2548,,
S92000003,Scotland,nation,2020-07-20,2548,,
S92000003,Scotland,nation,2020-07-19,2548,,
S92000003,Scotland,nation,2020-07-18,2548,,
S92000003,Scotland,nation,2020-07-17,2548,,
S92000003,Scotland,nation,2020-07-16,2548,,
S92000003,Scotland,nation,2020-07-15,2548,,
S92000003,Scotland,nation,2020-07-14,2548,,
S92000003,Scotland,nation,2020-07-13,2548,,
S92000003,Scotland,nation,2020-07-12,2548,,
S92000003,Scotland,nation,2020-07-11,2548,,
S92000003,Scotland,nation,2020-07-10,2548,,
S92000003,Scotland,nation,2020-07-09,2548,,
S92000003,Scotland,nation,2020-07-08,2548,,
S92000003,Scotland,nation,2020-07-07,2548,,
S92000003,Scotland,nation,2020-07-06,2548,,
S92000003,Scotland,nation,2020-07-05,2548,,
