areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,15/09/2021,161580
K02000001,United Kingdom,overview,16/09/2021,161736
K02000001,United Kingdom,overview,17/09/2021,161915
K02000001,United Kingdom,overview,18/09/2021,162048
K02000001,United Kingdom,overview,19/09/2021,162179
K02000001,United Kingdom,overview,20/09/2021,162333
K02000001,United Kingdom,overview,21/09/2021,162466
K02000001,United Kingdom,overview,22/09/2021,162619
K02000001,United Kingdom,overview,23/09/2021,162762
K02000001,United Kingdom,overview,24/09/2021,162897
K02000001,United Kingdom,overview,25/09/2021,163024
K02000001,United Kingdom,overview,26/09/2021,163130
K02000001,United Kingdom,overview,27/09/2021,163250
K02000001,United Kingdom,overview,28/09/2021,163361
K02000001,United Kingdom,overview,29/09/2021,163496
K02000001,United Kingdom,overview,30/09/2021,163620
K02000001,United Kingdom,overview,01/10/2021,163754
K02000001,United Kingdom,overview,02/10/2021,163869
K02000001,United Kingdom,overview,03/10/2021,163969
K02000001,United Kingdom,overview,04/10/2021,164075
K02000001,United Kingdom,overview,05/10/2021,164195
K02000001,United Kingdom,overview,06/10/2021,164302
K02000001,United Kingdom,overview,07/10/2021,164430
K02000001,United Kingdom,overview,08/10/2021,164543
K02000001,United Kingdom,overview,09/10/2021,164649
K02000001,United Kingdom,overview,10/10/2021,164747
K02000001,United Kingdom,overview,11/10/2021,164858
K02000001,United Kingdom,overview,12/10/2021,164966
K02000001,United Kingdom,overview,13/10/2021,165059
K02000001,United Kingdom,overview,14/10/2021,165156
K02000001,United Kingdom,overview,15/10/2021,165213
