areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths60DaysByDeathDate,cumOnsDeathsByRegistrationDateRate
N92000002,Northern Ireland,nation,09/12/2020,1582,1100,,
N92000002,Northern Ireland,nation,08/12/2020,1571,1091,,
N92000002,Northern Ireland,nation,07/12/2020,1561,1084,,
N92000002,Northern Ireland,nation,06/12/2020,1542,1067,,
N92000002,Northern Ireland,nation,05/12/2020,1527,1056,,
N92000002,Northern Ireland,nation,04/12/2020,1513,1044,,78.1
N92000002,Northern Ireland,nation,03/12/2020,1502,1037,,
N92000002,Northern Ireland,nation,02/12/2020,1491,1031,,
N92000002,Northern Ireland,nation,01/12/2020,1479,1023,,
N92000002,Northern Ireland,nation,30/11/2020,1470,1016,,
N92000002,Northern Ireland,nation,29/11/2020,1455,1004,,
N92000002,Northern Ireland,nation,28/11/2020,1443,996,,
N92000002,Northern Ireland,nation,27/11/2020,1429,985,,72.9
N92000002,Northern Ireland,nation,26/11/2020,1414,974,,
N92000002,Northern Ireland,nation,25/11/2020,1400,966,,
N92000002,Northern Ireland,nation,24/11/2020,1394,956,,
N92000002,Northern Ireland,nation,23/11/2020,1384,949,,
N92000002,Northern Ireland,nation,22/11/2020,1375,941,,
N92000002,Northern Ireland,nation,21/11/2020,1361,935,,
N92000002,Northern Ireland,nation,20/11/2020,1352,927,,68.6
N92000002,Northern Ireland,nation,19/11/2020,1335,914,,
N92000002,Northern Ireland,nation,18/11/2020,1319,901,,
N92000002,Northern Ireland,nation,17/11/2020,1305,891,,
N92000002,Northern Ireland,nation,16/11/2020,1288,880,,
N92000002,Northern Ireland,nation,15/11/2020,1279,871,,
N92000002,Northern Ireland,nation,14/11/2020,1262,858,,
N92000002,Northern Ireland,nation,13/11/2020,1246,845,,63.4
N92000002,Northern Ireland,nation,12/11/2020,1226,834,,
N92000002,Northern Ireland,nation,11/11/2020,1217,824,,
N92000002,Northern Ireland,nation,10/11/2020,1200,811,,
N92000002,Northern Ireland,nation,09/11/2020,1188,803,,
N92000002,Northern Ireland,nation,08/11/2020,1179,793,,
N92000002,Northern Ireland,nation,07/11/2020,1166,783,,
N92000002,Northern Ireland,nation,06/11/2020,1154,776,,58.3
N92000002,Northern Ireland,nation,05/11/2020,1133,761,,
N92000002,Northern Ireland,nation,04/11/2020,1125,754,,
N92000002,Northern Ireland,nation,03/11/2020,1113,744,,
N92000002,Northern Ireland,nation,02/11/2020,1098,732,,
N92000002,Northern Ireland,nation,01/11/2020,1091,727,,
N92000002,Northern Ireland,nation,31/10/2020,1079,717,,
N92000002,Northern Ireland,nation,30/10/2020,1069,710,,54
N92000002,Northern Ireland,nation,29/10/2020,1055,701,,
N92000002,Northern Ireland,nation,28/10/2020,1040,687,,
N92000002,Northern Ireland,nation,27/10/2020,1032,678,,
N92000002,Northern Ireland,nation,26/10/2020,1020,668,,
N92000002,Northern Ireland,nation,25/10/2020,1006,657,,
N92000002,Northern Ireland,nation,24/10/2020,998,651,,
N92000002,Northern Ireland,nation,23/10/2020,989,643,,51.3
N92000002,Northern Ireland,nation,22/10/2020,982,637,,
N92000002,Northern Ireland,nation,21/10/2020,975,633,,
N92000002,Northern Ireland,nation,20/10/2020,968,627,,
N92000002,Northern Ireland,nation,19/10/2020,963,624,,
N92000002,Northern Ireland,nation,18/10/2020,955,620,,
N92000002,Northern Ireland,nation,17/10/2020,946,613,,
N92000002,Northern Ireland,nation,16/10/2020,942,610,,49.1
N92000002,Northern Ireland,nation,15/10/2020,940,608,,
N92000002,Northern Ireland,nation,14/10/2020,938,604,,
N92000002,Northern Ireland,nation,13/10/2020,934,602,,
N92000002,Northern Ireland,nation,12/10/2020,929,598,,
N92000002,Northern Ireland,nation,11/10/2020,923,593,,
N92000002,Northern Ireland,nation,10/10/2020,917,587,,
N92000002,Northern Ireland,nation,09/10/2020,915,587,,48.2
N92000002,Northern Ireland,nation,08/10/2020,915,587,,
N92000002,Northern Ireland,nation,07/10/2020,915,587,,
N92000002,Northern Ireland,nation,06/10/2020,913,586,,
N92000002,Northern Ireland,nation,05/10/2020,912,585,,
N92000002,Northern Ireland,nation,04/10/2020,910,584,,
N92000002,Northern Ireland,nation,03/10/2020,910,584,,
N92000002,Northern Ireland,nation,02/10/2020,908,583,,47.6
N92000002,Northern Ireland,nation,01/10/2020,906,581,,
N92000002,Northern Ireland,nation,30/09/2020,904,580,,
N92000002,Northern Ireland,nation,29/09/2020,903,579,,
N92000002,Northern Ireland,nation,28/09/2020,903,579,,
N92000002,Northern Ireland,nation,27/09/2020,902,578,,
N92000002,Northern Ireland,nation,26/09/2020,902,578,,
N92000002,Northern Ireland,nation,25/09/2020,902,578,,47.5
N92000002,Northern Ireland,nation,24/09/2020,900,577,,
N92000002,Northern Ireland,nation,23/09/2020,900,577,,
N92000002,Northern Ireland,nation,22/09/2020,899,577,,
N92000002,Northern Ireland,nation,21/09/2020,899,577,,
N92000002,Northern Ireland,nation,20/09/2020,899,577,,
N92000002,Northern Ireland,nation,19/09/2020,899,577,,
N92000002,Northern Ireland,nation,18/09/2020,896,575,,47
N92000002,Northern Ireland,nation,17/09/2020,894,574,,
N92000002,Northern Ireland,nation,16/09/2020,893,574,,
N92000002,Northern Ireland,nation,15/09/2020,890,572,,
N92000002,Northern Ireland,nation,14/09/2020,888,571,,
N92000002,Northern Ireland,nation,13/09/2020,887,570,,
N92000002,Northern Ireland,nation,12/09/2020,887,570,,
N92000002,Northern Ireland,nation,11/09/2020,887,570,,46.6
N92000002,Northern Ireland,nation,10/09/2020,885,568,,
N92000002,Northern Ireland,nation,09/09/2020,884,567,,
N92000002,Northern Ireland,nation,08/09/2020,884,567,,
N92000002,Northern Ireland,nation,07/09/2020,883,567,,
N92000002,Northern Ireland,nation,06/09/2020,880,565,,
N92000002,Northern Ireland,nation,05/09/2020,880,565,,
N92000002,Northern Ireland,nation,04/09/2020,879,564,,46.2
N92000002,Northern Ireland,nation,03/09/2020,879,564,,
N92000002,Northern Ireland,nation,02/09/2020,877,562,,
N92000002,Northern Ireland,nation,01/09/2020,876,562,,
N92000002,Northern Ireland,nation,31/08/2020,875,561,,
N92000002,Northern Ireland,nation,30/08/2020,874,561,,
N92000002,Northern Ireland,nation,29/08/2020,873,561,,
N92000002,Northern Ireland,nation,28/08/2020,873,561,,46.1
N92000002,Northern Ireland,nation,27/08/2020,873,560,,
N92000002,Northern Ireland,nation,26/08/2020,873,560,,
N92000002,Northern Ireland,nation,25/08/2020,873,560,,
N92000002,Northern Ireland,nation,24/08/2020,872,559,,
N92000002,Northern Ireland,nation,23/08/2020,871,559,,
N92000002,Northern Ireland,nation,22/08/2020,871,559,,
N92000002,Northern Ireland,nation,21/08/2020,871,559,,45.8
N92000002,Northern Ireland,nation,20/08/2020,871,559,,
N92000002,Northern Ireland,nation,19/08/2020,871,559,,
N92000002,Northern Ireland,nation,18/08/2020,871,559,,
N92000002,Northern Ireland,nation,17/08/2020,870,559,,
N92000002,Northern Ireland,nation,16/08/2020,870,559,,
N92000002,Northern Ireland,nation,15/08/2020,869,559,,
N92000002,Northern Ireland,nation,14/08/2020,868,558,,45.5
N92000002,Northern Ireland,nation,13/08/2020,867,558,,
N92000002,Northern Ireland,nation,12/08/2020,865,557,,
N92000002,Northern Ireland,nation,11/08/2020,863,557,,
N92000002,Northern Ireland,nation,10/08/2020,863,557,,
N92000002,Northern Ireland,nation,09/08/2020,863,557,,
N92000002,Northern Ireland,nation,08/08/2020,862,557,,
N92000002,Northern Ireland,nation,07/08/2020,860,556,,45.3
N92000002,Northern Ireland,nation,06/08/2020,860,556,,
N92000002,Northern Ireland,nation,05/08/2020,859,556,,
N92000002,Northern Ireland,nation,04/08/2020,858,556,,
N92000002,Northern Ireland,nation,03/08/2020,856,556,,
N92000002,Northern Ireland,nation,02/08/2020,856,556,,
N92000002,Northern Ireland,nation,01/08/2020,856,556,,
N92000002,Northern Ireland,nation,31/07/2020,856,556,,45.1
N92000002,Northern Ireland,nation,30/07/2020,856,556,,
N92000002,Northern Ireland,nation,29/07/2020,856,556,,
N92000002,Northern Ireland,nation,28/07/2020,856,556,,
N92000002,Northern Ireland,nation,27/07/2020,856,556,,
N92000002,Northern Ireland,nation,26/07/2020,856,556,,
N92000002,Northern Ireland,nation,25/07/2020,855,556,,
N92000002,Northern Ireland,nation,24/07/2020,855,556,,45
N92000002,Northern Ireland,nation,23/07/2020,855,556,,
N92000002,Northern Ireland,nation,22/07/2020,853,556,,
N92000002,Northern Ireland,nation,21/07/2020,853,556,,
N92000002,Northern Ireland,nation,20/07/2020,853,556,,
N92000002,Northern Ireland,nation,19/07/2020,852,556,,
N92000002,Northern Ireland,nation,18/07/2020,852,556,,
N92000002,Northern Ireland,nation,17/07/2020,851,556,,44.6
N92000002,Northern Ireland,nation,16/07/2020,849,556,,
N92000002,Northern Ireland,nation,15/07/2020,848,556,,
N92000002,Northern Ireland,nation,14/07/2020,848,556,,
N92000002,Northern Ireland,nation,13/07/2020,848,556,,
N92000002,Northern Ireland,nation,12/07/2020,848,556,,
N92000002,Northern Ireland,nation,11/07/2020,847,555,,
N92000002,Northern Ireland,nation,10/07/2020,846,555,,44.5
N92000002,Northern Ireland,nation,09/07/2020,845,555,,
N92000002,Northern Ireland,nation,08/07/2020,844,554,,
N92000002,Northern Ireland,nation,07/07/2020,844,554,,
N92000002,Northern Ireland,nation,06/07/2020,844,554,,
N92000002,Northern Ireland,nation,05/07/2020,844,554,,
N92000002,Northern Ireland,nation,04/07/2020,842,554,,
N92000002,Northern Ireland,nation,03/07/2020,842,554,,44.1
N92000002,Northern Ireland,nation,02/07/2020,840,552,,
N92000002,Northern Ireland,nation,01/07/2020,840,552,,
N92000002,Northern Ireland,nation,30/06/2020,838,551,,
N92000002,Northern Ireland,nation,29/06/2020,836,551,,
N92000002,Northern Ireland,nation,28/06/2020,835,550,,
N92000002,Northern Ireland,nation,27/06/2020,832,550,,
N92000002,Northern Ireland,nation,26/06/2020,831,550,,43.5
N92000002,Northern Ireland,nation,25/06/2020,829,548,,
N92000002,Northern Ireland,nation,24/06/2020,828,547,,
N92000002,Northern Ireland,nation,23/06/2020,825,547,,
N92000002,Northern Ireland,nation,22/06/2020,824,546,,
N92000002,Northern Ireland,nation,21/06/2020,823,545,,
N92000002,Northern Ireland,nation,20/06/2020,822,545,,
N92000002,Northern Ireland,nation,19/06/2020,821,545,,42.8
N92000002,Northern Ireland,nation,18/06/2020,818,544,,
N92000002,Northern Ireland,nation,17/06/2020,817,543,,
N92000002,Northern Ireland,nation,16/06/2020,816,542,,
N92000002,Northern Ireland,nation,15/06/2020,815,541,,
N92000002,Northern Ireland,nation,14/06/2020,814,541,,
N92000002,Northern Ireland,nation,13/06/2020,812,541,,
N92000002,Northern Ireland,nation,12/06/2020,809,540,,41.9
N92000002,Northern Ireland,nation,11/06/2020,804,539,,
N92000002,Northern Ireland,nation,10/06/2020,800,537,,
N92000002,Northern Ireland,nation,09/06/2020,797,537,,
N92000002,Northern Ireland,nation,08/06/2020,795,537,,
N92000002,Northern Ireland,nation,07/06/2020,794,537,,
N92000002,Northern Ireland,nation,06/06/2020,791,537,,
N92000002,Northern Ireland,nation,05/06/2020,787,537,,40.8
N92000002,Northern Ireland,nation,04/06/2020,786,536,,
N92000002,Northern Ireland,nation,03/06/2020,783,536,,
N92000002,Northern Ireland,nation,02/06/2020,780,534,,
N92000002,Northern Ireland,nation,01/06/2020,773,532,,
N92000002,Northern Ireland,nation,31/05/2020,770,531,,
N92000002,Northern Ireland,nation,30/05/2020,767,530,,
N92000002,Northern Ireland,nation,29/05/2020,765,528,,39.8
N92000002,Northern Ireland,nation,28/05/2020,760,527,,
N92000002,Northern Ireland,nation,27/05/2020,755,524,,
N92000002,Northern Ireland,nation,26/05/2020,748,520,,
N92000002,Northern Ireland,nation,25/05/2020,746,519,,
N92000002,Northern Ireland,nation,24/05/2020,743,518,,
N92000002,Northern Ireland,nation,23/05/2020,731,511,,
N92000002,Northern Ireland,nation,22/05/2020,727,509,,37.2
N92000002,Northern Ireland,nation,21/05/2020,721,508,,
N92000002,Northern Ireland,nation,20/05/2020,715,504,,
N92000002,Northern Ireland,nation,19/05/2020,707,499,,
N92000002,Northern Ireland,nation,18/05/2020,698,494,,
N92000002,Northern Ireland,nation,17/05/2020,688,487,,
N92000002,Northern Ireland,nation,16/05/2020,678,480,,
N92000002,Northern Ireland,nation,15/05/2020,674,476,,34.4
N92000002,Northern Ireland,nation,14/05/2020,665,473,,
N92000002,Northern Ireland,nation,13/05/2020,650,463,,
N92000002,Northern Ireland,nation,12/05/2020,644,460,,
N92000002,Northern Ireland,nation,11/05/2020,637,456,,
N92000002,Northern Ireland,nation,10/05/2020,631,454,,
N92000002,Northern Ireland,nation,09/05/2020,618,444,,
N92000002,Northern Ireland,nation,08/05/2020,609,437,,30.5
N92000002,Northern Ireland,nation,07/05/2020,600,431,,
N92000002,Northern Ireland,nation,06/05/2020,593,428,,
N92000002,Northern Ireland,nation,05/05/2020,586,425,,
N92000002,Northern Ireland,nation,04/05/2020,579,419,,
N92000002,Northern Ireland,nation,03/05/2020,565,410,,
N92000002,Northern Ireland,nation,02/05/2020,547,399,,
N92000002,Northern Ireland,nation,01/05/2020,527,387,,26.1
N92000002,Northern Ireland,nation,30/04/2020,505,375,,
N92000002,Northern Ireland,nation,29/04/2020,492,367,,
N92000002,Northern Ireland,nation,28/04/2020,477,353,,
N92000002,Northern Ireland,nation,27/04/2020,467,347,,
N92000002,Northern Ireland,nation,26/04/2020,445,334,,
N92000002,Northern Ireland,nation,25/04/2020,428,320,,
N92000002,Northern Ireland,nation,24/04/2020,408,305,,19.5
N92000002,Northern Ireland,nation,23/04/2020,397,294,,
N92000002,Northern Ireland,nation,22/04/2020,375,278,,
N92000002,Northern Ireland,nation,21/04/2020,350,259,,
N92000002,Northern Ireland,nation,20/04/2020,334,246,,
N92000002,Northern Ireland,nation,19/04/2020,319,234,,
N92000002,Northern Ireland,nation,18/04/2020,303,224,,
N92000002,Northern Ireland,nation,17/04/2020,293,214,,12.8
N92000002,Northern Ireland,nation,16/04/2020,279,205,,
N92000002,Northern Ireland,nation,15/04/2020,263,194,,
N92000002,Northern Ireland,nation,14/04/2020,242,178,,
N92000002,Northern Ireland,nation,13/04/2020,226,166,,
N92000002,Northern Ireland,nation,12/04/2020,210,159,,
N92000002,Northern Ireland,nation,11/04/2020,190,143,,
N92000002,Northern Ireland,nation,10/04/2020,175,132,,7.4
N92000002,Northern Ireland,nation,09/04/2020,166,121,,
N92000002,Northern Ireland,nation,08/04/2020,141,103,,
N92000002,Northern Ireland,nation,07/04/2020,132,99,,
N92000002,Northern Ireland,nation,06/04/2020,123,91,,
N92000002,Northern Ireland,nation,05/04/2020,116,85,,
N92000002,Northern Ireland,nation,04/04/2020,100,74,,
N92000002,Northern Ireland,nation,03/04/2020,86,65,,3.4
N92000002,Northern Ireland,nation,02/04/2020,73,55,,
N92000002,Northern Ireland,nation,01/04/2020,59,45,,
N92000002,Northern Ireland,nation,31/03/2020,52,41,,
N92000002,Northern Ireland,nation,30/03/2020,44,36,,
N92000002,Northern Ireland,nation,29/03/2020,37,32,,
N92000002,Northern Ireland,nation,28/03/2020,33,28,,
N92000002,Northern Ireland,nation,27/03/2020,24,20,,0.5
N92000002,Northern Ireland,nation,26/03/2020,18,17,,
N92000002,Northern Ireland,nation,25/03/2020,14,15,,
N92000002,Northern Ireland,nation,24/03/2020,10,11,,
N92000002,Northern Ireland,nation,23/03/2020,7,9,,
N92000002,Northern Ireland,nation,22/03/2020,3,4,,
N92000002,Northern Ireland,nation,21/03/2020,2,3,,
N92000002,Northern Ireland,nation,20/03/2020,1,2,,0.1
N92000002,Northern Ireland,nation,19/03/2020,1,2,,
N92000002,Northern Ireland,nation,18/03/2020,1,1,,
S92000003,Scotland,nation,25/10/2021,,9072,,
S92000003,Scotland,nation,24/10/2021,,9072,,
S92000003,Scotland,nation,23/10/2021,,9071,,
S92000003,Scotland,nation,22/10/2021,,9069,,
S92000003,Scotland,nation,21/10/2021,,9067,,
S92000003,Scotland,nation,20/10/2021,,9060,,
S92000003,Scotland,nation,19/10/2021,,9048,,
S92000003,Scotland,nation,18/10/2021,,9040,,
S92000003,Scotland,nation,17/10/2021,,9025,,
S92000003,Scotland,nation,16/10/2021,,9012,,
S92000003,Scotland,nation,15/10/2021,11406,8994,,208.4
S92000003,Scotland,nation,14/10/2021,11404,8980,,
S92000003,Scotland,nation,13/10/2021,11399,8961,,
S92000003,Scotland,nation,12/10/2021,11392,8942,,
S92000003,Scotland,nation,11/10/2021,11381,8927,,
S92000003,Scotland,nation,10/10/2021,11363,8905,,
S92000003,Scotland,nation,09/10/2021,11351,8891,,
S92000003,Scotland,nation,08/10/2021,11339,8874,,205.8
S92000003,Scotland,nation,07/10/2021,11327,8860,,
S92000003,Scotland,nation,06/10/2021,11307,8841,,
S92000003,Scotland,nation,05/10/2021,11294,8828,,
S92000003,Scotland,nation,04/10/2021,11268,8805,,
S92000003,Scotland,nation,03/10/2021,11252,8791,,
S92000003,Scotland,nation,02/10/2021,11234,8776,,
S92000003,Scotland,nation,01/10/2021,11210,8753,,203.4
S92000003,Scotland,nation,30/09/2021,11191,8734,,
S92000003,Scotland,nation,29/09/2021,11175,8718,,
S92000003,Scotland,nation,28/09/2021,11152,8694,,
S92000003,Scotland,nation,27/09/2021,11132,8678,,
S92000003,Scotland,nation,26/09/2021,11108,8654,,
S92000003,Scotland,nation,25/09/2021,11091,8634,,
S92000003,Scotland,nation,24/09/2021,11069,8613,,200.8
S92000003,Scotland,nation,23/09/2021,11047,8591,,
S92000003,Scotland,nation,22/09/2021,11027,8572,,
S92000003,Scotland,nation,21/09/2021,10997,8541,,
S92000003,Scotland,nation,20/09/2021,10973,8520,,
S92000003,Scotland,nation,19/09/2021,10949,8500,,
S92000003,Scotland,nation,18/09/2021,10919,8472,,
S92000003,Scotland,nation,17/09/2021,10897,8451,,197.8
S92000003,Scotland,nation,16/09/2021,10874,8427,,
S92000003,Scotland,nation,15/09/2021,10855,8411,,
S92000003,Scotland,nation,14/09/2021,10837,8388,,
S92000003,Scotland,nation,13/09/2021,10815,8368,,
S92000003,Scotland,nation,12/09/2021,10794,8347,,
S92000003,Scotland,nation,11/09/2021,10774,8325,,
S92000003,Scotland,nation,10/09/2021,10754,8304,,195.3
S92000003,Scotland,nation,09/09/2021,10730,8279,,
S92000003,Scotland,nation,08/09/2021,10711,8262,,
S92000003,Scotland,nation,07/09/2021,10700,8252,,
S92000003,Scotland,nation,06/09/2021,10682,8234,,
S92000003,Scotland,nation,05/09/2021,10668,8224,,
S92000003,Scotland,nation,04/09/2021,10651,8207,,
S92000003,Scotland,nation,03/09/2021,10642,8198,,193.9
S92000003,Scotland,nation,02/09/2021,10631,8187,,
S92000003,Scotland,nation,01/09/2021,10621,8176,,
S92000003,Scotland,nation,31/08/2021,10612,8168,,
S92000003,Scotland,nation,30/08/2021,10602,8158,,
S92000003,Scotland,nation,29/08/2021,10597,8152,,
S92000003,Scotland,nation,28/08/2021,10589,8144,,
S92000003,Scotland,nation,27/08/2021,10580,8136,,192.8
S92000003,Scotland,nation,26/08/2021,10569,8126,,
S92000003,Scotland,nation,25/08/2021,10562,8121,,
S92000003,Scotland,nation,24/08/2021,10556,8116,,
S92000003,Scotland,nation,23/08/2021,10552,8112,,
S92000003,Scotland,nation,22/08/2021,10543,8105,,
S92000003,Scotland,nation,21/08/2021,10537,8101,,
S92000003,Scotland,nation,20/08/2021,10533,8096,,191.9
S92000003,Scotland,nation,19/08/2021,10525,8089,,
S92000003,Scotland,nation,18/08/2021,10518,8082,,
S92000003,Scotland,nation,17/08/2021,10510,8075,,
S92000003,Scotland,nation,16/08/2021,10507,8071,,
S92000003,Scotland,nation,15/08/2021,10503,8068,,
S92000003,Scotland,nation,14/08/2021,10496,8062,,
S92000003,Scotland,nation,13/08/2021,10488,8056,,191.2
S92000003,Scotland,nation,12/08/2021,10478,8046,,
S92000003,Scotland,nation,11/08/2021,10475,8042,,
S92000003,Scotland,nation,10/08/2021,10470,8039,,
S92000003,Scotland,nation,09/08/2021,10465,8034,,
S92000003,Scotland,nation,08/08/2021,10459,8028,,
S92000003,Scotland,nation,07/08/2021,10451,8022,,
S92000003,Scotland,nation,06/08/2021,10442,8016,,190.4
S92000003,Scotland,nation,05/08/2021,10436,8009,,
S92000003,Scotland,nation,04/08/2021,10429,8002,,
S92000003,Scotland,nation,03/08/2021,10422,7996,,
S92000003,Scotland,nation,02/08/2021,10419,7993,,
S92000003,Scotland,nation,01/08/2021,10412,7986,,
S92000003,Scotland,nation,31/07/2021,10400,7976,,
S92000003,Scotland,nation,30/07/2021,10393,7970,,189.4
S92000003,Scotland,nation,29/07/2021,10386,7963,,
S92000003,Scotland,nation,28/07/2021,10380,7957,,
S92000003,Scotland,nation,27/07/2021,10375,7948,,
S92000003,Scotland,nation,26/07/2021,10367,7940,,
S92000003,Scotland,nation,25/07/2021,10361,7933,,
S92000003,Scotland,nation,24/07/2021,10356,7928,,
S92000003,Scotland,nation,23/07/2021,10354,7925,,188.6
S92000003,Scotland,nation,22/07/2021,10346,7918,,
S92000003,Scotland,nation,21/07/2021,10338,7909,,
S92000003,Scotland,nation,20/07/2021,10328,7901,,
S92000003,Scotland,nation,19/07/2021,10322,7895,,
S92000003,Scotland,nation,18/07/2021,10313,7886,,
S92000003,Scotland,nation,17/07/2021,10304,7878,,
S92000003,Scotland,nation,16/07/2021,10298,7871,,187.6
S92000003,Scotland,nation,15/07/2021,10293,7866,,
S92000003,Scotland,nation,14/07/2021,10285,7859,,
S92000003,Scotland,nation,13/07/2021,10278,7851,,
S92000003,Scotland,nation,12/07/2021,10270,7842,,
S92000003,Scotland,nation,11/07/2021,10264,7835,,
S92000003,Scotland,nation,10/07/2021,10259,7829,,
S92000003,Scotland,nation,09/07/2021,10250,7821,,186.7
S92000003,Scotland,nation,08/07/2021,10242,7814,,
S92000003,Scotland,nation,07/07/2021,10231,7802,,
S92000003,Scotland,nation,06/07/2021,10225,7797,,
S92000003,Scotland,nation,05/07/2021,10213,7784,,
S92000003,Scotland,nation,04/07/2021,10207,7779,,
S92000003,Scotland,nation,03/07/2021,10202,7773,,
S92000003,Scotland,nation,02/07/2021,10200,7769,,186.2
S92000003,Scotland,nation,01/07/2021,10197,7767,,
S92000003,Scotland,nation,30/06/2021,10195,7765,,
S92000003,Scotland,nation,29/06/2021,10192,7764,,
S92000003,Scotland,nation,28/06/2021,10189,7761,,
S92000003,Scotland,nation,27/06/2021,10184,7758,,
S92000003,Scotland,nation,26/06/2021,10180,7755,,
S92000003,Scotland,nation,25/06/2021,10173,7747,,185.7
S92000003,Scotland,nation,24/06/2021,10172,7746,,
S92000003,Scotland,nation,23/06/2021,10169,7744,,
S92000003,Scotland,nation,22/06/2021,10168,7743,,
S92000003,Scotland,nation,21/06/2021,10163,7739,,
S92000003,Scotland,nation,20/06/2021,10162,7737,,
S92000003,Scotland,nation,19/06/2021,10160,7734,,
S92000003,Scotland,nation,18/06/2021,10158,7732,,185.4
S92000003,Scotland,nation,17/06/2021,10155,7729,,
S92000003,Scotland,nation,16/06/2021,10153,7728,,
S92000003,Scotland,nation,15/06/2021,10152,7727,,
S92000003,Scotland,nation,14/06/2021,10146,7721,,
S92000003,Scotland,nation,13/06/2021,10145,7720,,
S92000003,Scotland,nation,12/06/2021,10142,7717,,
S92000003,Scotland,nation,11/06/2021,10142,7717,,185.2
S92000003,Scotland,nation,10/06/2021,10141,7717,,
S92000003,Scotland,nation,09/06/2021,10141,7715,,
S92000003,Scotland,nation,08/06/2021,10138,7713,,
S92000003,Scotland,nation,07/06/2021,10137,7713,,
S92000003,Scotland,nation,06/06/2021,10136,7712,,
S92000003,Scotland,nation,05/06/2021,10135,7711,,
S92000003,Scotland,nation,04/06/2021,10134,7711,,185.1
S92000003,Scotland,nation,03/06/2021,10133,7710,,
S92000003,Scotland,nation,02/06/2021,10131,7708,,
S92000003,Scotland,nation,01/06/2021,10130,7707,,
S92000003,Scotland,nation,31/05/2021,10129,7707,,
S92000003,Scotland,nation,30/05/2021,10129,7707,,
S92000003,Scotland,nation,29/05/2021,10128,7706,,
S92000003,Scotland,nation,28/05/2021,10125,7704,,184.9
S92000003,Scotland,nation,27/05/2021,10124,7703,,
S92000003,Scotland,nation,26/05/2021,10124,7702,,
S92000003,Scotland,nation,25/05/2021,10123,7701,,
S92000003,Scotland,nation,24/05/2021,10121,7701,,
S92000003,Scotland,nation,23/05/2021,10120,7701,,
S92000003,Scotland,nation,22/05/2021,10119,7700,,
S92000003,Scotland,nation,21/05/2021,10118,7699,,184.8
S92000003,Scotland,nation,20/05/2021,10118,7699,,
S92000003,Scotland,nation,19/05/2021,10117,7699,,
S92000003,Scotland,nation,18/05/2021,10117,7699,,
S92000003,Scotland,nation,17/05/2021,10117,7699,,
S92000003,Scotland,nation,16/05/2021,10115,7698,,
S92000003,Scotland,nation,15/05/2021,10114,7698,,
S92000003,Scotland,nation,14/05/2021,10114,7698,,184.7
S92000003,Scotland,nation,13/05/2021,10112,7698,,
S92000003,Scotland,nation,12/05/2021,10110,7698,,
S92000003,Scotland,nation,11/05/2021,10108,7696,,
S92000003,Scotland,nation,10/05/2021,10108,7696,,
S92000003,Scotland,nation,09/05/2021,10107,7696,,
S92000003,Scotland,nation,08/05/2021,10107,7696,,
S92000003,Scotland,nation,07/05/2021,10107,7696,,184.6
S92000003,Scotland,nation,06/05/2021,10107,7696,,
S92000003,Scotland,nation,05/05/2021,10106,7696,,
S92000003,Scotland,nation,04/05/2021,10105,7696,,
S92000003,Scotland,nation,03/05/2021,10104,7696,,
S92000003,Scotland,nation,02/05/2021,10104,7696,,
S92000003,Scotland,nation,01/05/2021,10102,7695,,
S92000003,Scotland,nation,30/04/2021,10101,7695,,184.5
S92000003,Scotland,nation,29/04/2021,10101,7695,,
S92000003,Scotland,nation,28/04/2021,10099,7695,,
S92000003,Scotland,nation,27/04/2021,10097,7694,,
S92000003,Scotland,nation,26/04/2021,10096,7693,,
S92000003,Scotland,nation,25/04/2021,10093,7691,,
S92000003,Scotland,nation,24/04/2021,10090,7689,,
S92000003,Scotland,nation,23/04/2021,10088,7689,,184.1
S92000003,Scotland,nation,22/04/2021,10085,7687,,
S92000003,Scotland,nation,21/04/2021,10083,7687,,
S92000003,Scotland,nation,20/04/2021,10076,7684,,
S92000003,Scotland,nation,19/04/2021,10073,7683,,
S92000003,Scotland,nation,18/04/2021,10070,7682,,
S92000003,Scotland,nation,17/04/2021,10069,7682,,
S92000003,Scotland,nation,16/04/2021,10065,7681,,183.7
S92000003,Scotland,nation,15/04/2021,10064,7680,,
S92000003,Scotland,nation,14/04/2021,10060,7678,,
S92000003,Scotland,nation,13/04/2021,10058,7675,,
S92000003,Scotland,nation,12/04/2021,10052,7675,,
S92000003,Scotland,nation,11/04/2021,10052,7675,,
S92000003,Scotland,nation,10/04/2021,10048,7673,,
S92000003,Scotland,nation,09/04/2021,10043,7670,,183.3
S92000003,Scotland,nation,08/04/2021,10041,7668,,
S92000003,Scotland,nation,07/04/2021,10037,7666,,
S92000003,Scotland,nation,06/04/2021,10032,7664,,
S92000003,Scotland,nation,05/04/2021,10029,7662,,
S92000003,Scotland,nation,04/04/2021,10024,7658,,
S92000003,Scotland,nation,03/04/2021,10024,7657,,
S92000003,Scotland,nation,02/04/2021,10020,7655,,182.6
S92000003,Scotland,nation,01/04/2021,10015,7653,,
S92000003,Scotland,nation,31/03/2021,10009,7652,,
S92000003,Scotland,nation,30/03/2021,10003,7651,,
S92000003,Scotland,nation,29/03/2021,9998,7649,,
S92000003,Scotland,nation,28/03/2021,9991,7644,,
