areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate
W92000004,Wales,nation,06/05/2021,7890
W92000004,Wales,nation,07/05/2021,7892
W92000004,Wales,nation,08/05/2021,7894
W92000004,Wales,nation,09/05/2021,7894
W92000004,Wales,nation,10/05/2021,7894
W92000004,Wales,nation,11/05/2021,7894
W92000004,Wales,nation,12/05/2021,7894
W92000004,Wales,nation,13/05/2021,7895
W92000004,Wales,nation,14/05/2021,7897
W92000004,Wales,nation,15/05/2021,7899
W92000004,Wales,nation,16/05/2021,7900
W92000004,Wales,nation,17/05/2021,7900
W92000004,Wales,nation,18/05/2021,7901
W92000004,Wales,nation,19/05/2021,7902
W92000004,Wales,nation,20/05/2021,7902
W92000004,Wales,nation,21/05/2021,7903
W92000004,Wales,nation,22/05/2021,7903
W92000004,Wales,nation,23/05/2021,7903
W92000004,Wales,nation,24/05/2021,7904
W92000004,Wales,nation,25/05/2021,7905
W92000004,Wales,nation,26/05/2021,7906
W92000004,Wales,nation,27/05/2021,7906
W92000004,Wales,nation,28/05/2021,7906
W92000004,Wales,nation,29/05/2021,7906
W92000004,Wales,nation,30/05/2021,7906
W92000004,Wales,nation,31/05/2021,7906
W92000004,Wales,nation,01/06/2021,7906
W92000004,Wales,nation,02/06/2021,7906
W92000004,Wales,nation,03/06/2021,7906
W92000004,Wales,nation,04/06/2021,7906
W92000004,Wales,nation,05/06/2021,7907
W92000004,Wales,nation,06/06/2021,7907
W92000004,Wales,nation,07/06/2021,7907
W92000004,Wales,nation,08/06/2021,7907
W92000004,Wales,nation,09/06/2021,7907
W92000004,Wales,nation,10/06/2021,7907
W92000004,Wales,nation,11/06/2021,7907
W92000004,Wales,nation,12/06/2021,7907
W92000004,Wales,nation,13/06/2021,7907
W92000004,Wales,nation,14/06/2021,7907
W92000004,Wales,nation,15/06/2021,7907
W92000004,Wales,nation,16/06/2021,7907
W92000004,Wales,nation,17/06/2021,7907
W92000004,Wales,nation,18/06/2021,7907
W92000004,Wales,nation,19/06/2021,7908
W92000004,Wales,nation,20/06/2021,7908
W92000004,Wales,nation,21/06/2021,7908
W92000004,Wales,nation,22/06/2021,7908
W92000004,Wales,nation,23/06/2021,7908
W92000004,Wales,nation,24/06/2021,7910
W92000004,Wales,nation,25/06/2021,7910
W92000004,Wales,nation,26/06/2021,7910
W92000004,Wales,nation,27/06/2021,7910
W92000004,Wales,nation,28/06/2021,7910
W92000004,Wales,nation,29/06/2021,7910
W92000004,Wales,nation,30/06/2021,7910
W92000004,Wales,nation,01/07/2021,7910
W92000004,Wales,nation,02/07/2021,7911
W92000004,Wales,nation,03/07/2021,7911
W92000004,Wales,nation,04/07/2021,7911
W92000004,Wales,nation,05/07/2021,7911
W92000004,Wales,nation,06/07/2021,7911
W92000004,Wales,nation,07/07/2021,7912
W92000004,Wales,nation,08/07/2021,7912
W92000004,Wales,nation,09/07/2021,7913
W92000004,Wales,nation,10/07/2021,7914
W92000004,Wales,nation,11/07/2021,7915
W92000004,Wales,nation,12/07/2021,7916
W92000004,Wales,nation,13/07/2021,7918
W92000004,Wales,nation,14/07/2021,7920
W92000004,Wales,nation,15/07/2021,7921
W92000004,Wales,nation,16/07/2021,7924
W92000004,Wales,nation,17/07/2021,7927
W92000004,Wales,nation,18/07/2021,7929
W92000004,Wales,nation,19/07/2021,7930
W92000004,Wales,nation,20/07/2021,7935
W92000004,Wales,nation,21/07/2021,7936
W92000004,Wales,nation,22/07/2021,7937
W92000004,Wales,nation,23/07/2021,7940
W92000004,Wales,nation,24/07/2021,7944
W92000004,Wales,nation,25/07/2021,7947
W92000004,Wales,nation,26/07/2021,7950
W92000004,Wales,nation,27/07/2021,7953
W92000004,Wales,nation,28/07/2021,7957
W92000004,Wales,nation,29/07/2021,7959
W92000004,Wales,nation,30/07/2021,7960
W92000004,Wales,nation,31/07/2021,7963
W92000004,Wales,nation,01/08/2021,7967
W92000004,Wales,nation,02/08/2021,7971
W92000004,Wales,nation,03/08/2021,7976
W92000004,Wales,nation,04/08/2021,7977
W92000004,Wales,nation,05/08/2021,7978
W92000004,Wales,nation,06/08/2021,7980
W92000004,Wales,nation,07/08/2021,7981
W92000004,Wales,nation,08/08/2021,7981
W92000004,Wales,nation,09/08/2021,7982
W92000004,Wales,nation,10/08/2021,7986
W92000004,Wales,nation,11/08/2021,7986
W92000004,Wales,nation,12/08/2021,7991
W92000004,Wales,nation,13/08/2021,7992
W92000004,Wales,nation,14/08/2021,7997
W92000004,Wales,nation,15/08/2021,8002
W92000004,Wales,nation,16/08/2021,8002
W92000004,Wales,nation,17/08/2021,8003
W92000004,Wales,nation,18/08/2021,8004
W92000004,Wales,nation,19/08/2021,8007
W92000004,Wales,nation,20/08/2021,8011
W92000004,Wales,nation,21/08/2021,8012
W92000004,Wales,nation,22/08/2021,8014
W92000004,Wales,nation,23/08/2021,8017
W92000004,Wales,nation,24/08/2021,8021
W92000004,Wales,nation,25/08/2021,8025
W92000004,Wales,nation,26/08/2021,8027
W92000004,Wales,nation,27/08/2021,8033
W92000004,Wales,nation,28/08/2021,8039
W92000004,Wales,nation,29/08/2021,8046
W92000004,Wales,nation,30/08/2021,8051
W92000004,Wales,nation,31/08/2021,8058
W92000004,Wales,nation,01/09/2021,8060
W92000004,Wales,nation,02/09/2021,8072
W92000004,Wales,nation,03/09/2021,8080
W92000004,Wales,nation,04/09/2021,8088
W92000004,Wales,nation,05/09/2021,8098
W92000004,Wales,nation,06/09/2021,8106
W92000004,Wales,nation,07/09/2021,8114
W92000004,Wales,nation,08/09/2021,8121
W92000004,Wales,nation,09/09/2021,8135
W92000004,Wales,nation,10/09/2021,8146
W92000004,Wales,nation,11/09/2021,8153
W92000004,Wales,nation,12/09/2021,8161
W92000004,Wales,nation,13/09/2021,8168
W92000004,Wales,nation,14/09/2021,8177
W92000004,Wales,nation,15/09/2021,8197
W92000004,Wales,nation,16/09/2021,8211
W92000004,Wales,nation,17/09/2021,8230
W92000004,Wales,nation,18/09/2021,8238
W92000004,Wales,nation,19/09/2021,8241
W92000004,Wales,nation,20/09/2021,8253
W92000004,Wales,nation,21/09/2021,8263
W92000004,Wales,nation,22/09/2021,8267
W92000004,Wales,nation,23/09/2021,8278
